date,mkt-rf,HmL,SmB,VmS
1969-07-31,-0.04469476577831,-0.03910744702222,-0.0690356890733351,-0.2646863948067025
1969-09-30,0.0031279679652529,-0.0767911080501563,-0.0437013349180733,-0.0563389973889095
1969-10-31,0.0104122332197124,-0.046446407834711,0.0352562833785569,0.31307135721276563
1969-12-31,-0.0531484725490153,-0.0958370632808309,-0.1442035956642414,-0.20678766004650637
1970-03-31,0.0168031780811668,0.0101674651689404,-0.039534492193698,-0.11212277657802794
1970-04-30,-0.0306872712716013,-0.0507382380718865,-0.1181863109059936,-0.3447597221276233
1970-06-30,-0.0065416697973016,-0.065546351466431,-0.0602746090901073,-0.2369273760980089
1970-07-31,0.0015461062138502,-0.0125174958931768,-0.0750965880696224,0.24445717133743167
1970-08-31,0.02892355595156,-0.0291118459473763,-0.0148431825250196,0.27173843412814275
1970-09-30,0.0568054079140748,-0.0080996665840978,0.1163270861932388,0.4513712848848094
1970-11-30,-0.0011663516361445,-0.0731857563070293,-0.145217060016369,0.0052518853935971015
1970-12-31,0.0681651998323654,0.0004014706576855,-0.0336889108053695,0.25946317414319137
1971-03-31,0.0255022247962414,-0.085630405286202,-0.0143530926903682,0.2355325129179549
1971-04-30,0.0344902199077707,-0.0362710465957627,-0.0423779614625526,0.15383602269977767
1971-06-30,-0.0196120364512947,-0.103082900132688,-0.0678323147095384,-0.07970171735560483
1971-08-31,-0.0177421720528656,-0.0057578959505547,-0.0208149905403881,0.1465666634775556
1971-09-30,0.0219991184595957,-0.0687240504028781,-0.0253380971449516,0.05471227051276294
1971-11-30,-0.0465784753951606,-0.0447500598774344,-0.0593740318491323,-0.1285655437912914
1971-12-31,0.0686982764198544,-0.0291928525085909,-0.0037360904693037,0.3080785135406983
1972-01-31,0.0415008001918848,0.034850291290858,0.1952811551532393,0.3818186932992204
1972-02-29,0.0187033847437768,-0.0337531113605223,0.025152711198835,0.22490385898730952
1972-05-31,-0.0108516562758051,-0.0413371233426216,-0.0610967915921371,-0.09838935392163826
1972-06-30,0.0032607668475776,-0.0010197505885143,-0.0085339669287556,-0.12042530090006355
1972-07-31,-0.007598682269109,-0.0150718595593125,-0.0330190175217507,-0.12444065541554843
1972-08-31,0.0353291060728707,0.0023215259644687,-0.0828831041418785,0.04641125920369966
1972-10-31,0.0014035702312594,-0.0495726345377781,-0.0650345078257508,-0.06374692265933013
1972-11-30,0.0498660065953408,0.0031428992129919,-0.05800387805102,0.16306369295446083
1973-01-31,0.0076585718907667,-0.003125932960462,0.0371354084250966,-0.014217616075224248
1973-02-28,-0.0361735989119582,-0.0009176238051114,-0.0455161922294378,-0.2055371106394723
1973-04-30,-0.0193094661106623,0.0259263912497118,-0.0228082727899721,-0.20556943915751502
1973-05-31,-0.0279287676852945,-0.0751804268089642,-0.0857913995397822,-0.2605759283076885
1973-07-31,0.0100052437917472,-0.0579803338582623,-0.021734806902801,0.4355006435504773
1973-08-31,-0.019525527876892,-0.0435949455316747,-0.0460744390293168,-0.09182134401977841
1973-10-31,0.0398608481696903,-0.0165647545086193,-0.0161811612674324,0.09815322852981351
1973-11-30,-0.0713741835139037,-0.0609920245510269,-0.0964204602168105,-0.36149833582192853
1973-12-31,-0.0713643423675489,-0.1244769039419317,-0.1627546958185411,-0.13150643771256745
1974-01-31,0.0137097055208544,0.1316645978802603,0.1567843485443194,0.5560394102922285
1974-02-28,-0.0279537574271182,-0.0044725107955063,-0.0126298080400383,0.09678225581363989
1974-04-30,-0.0514981886886983,-0.0227295248404138,-0.0084107321555542,-0.14340194579243504
1974-05-31,-0.030504749497029,-0.0553563582332525,-0.0252410011251757,-0.19102533302826924
1974-07-31,-0.0779197359801669,0.0272446887456517,-0.0400094698310906,-0.14363543178975421
1974-09-30,-0.1043395049298212,-0.0054212945061294,-0.0175646109229785,-0.21034989265808351
1974-10-31,0.0190488538632361,-0.2022430971480946,-0.193558637786224,0.4083525095011665
1974-12-31,-0.0653406204590745,-0.1019913711017264,-0.1620053557637528,-0.25931921186505236
1975-01-31,0.0816020071819649,0.1008314113724019,0.1130506598406841,0.9169800541005285
1975-02-28,0.1035782435171328,-0.1065810843433625,0.0032471432448209,0.3249583930171725
1975-03-31,0.046423015794828,-0.0529111938351346,0.0188549513667169,0.4402973644916554
1975-04-30,0.0104305800473955,-0.0708226108835088,-0.0733575111265771,0.2259833354458001
1975-06-30,0.0253488500329518,-0.0099227052396598,-0.0253080230294378,0.3542339544614377
1975-07-31,0.0007554600289413,0.0118730309650655,0.0690529446479888,0.08734979511980816
1975-09-30,-0.0124000690406821,-0.0126562915856017,-0.0214978771634036,-0.10959287847517045
1975-10-31,0.0458431150989458,-0.10602984640334,-0.1222070056853552,0.05800272677674217
1975-12-31,-0.0153735529110795,-0.0026111458560282,-0.007022591854417,0.09541408387321322
1976-03-31,0.0042504698986596,-0.0165013288776173,0.0111296252876559,0.17840331140970442
1976-04-30,0.0081610938263298,-0.0423225378730584,-0.0004040740108076,0.05959034775379655
1976-06-30,0.0057787156721211,-0.0512324707195003,-0.0529784538073527,0.11552891966453885
1976-08-31,-0.008914818080413,-0.0297326486025426,-0.0342732118979939,-0.04438857848076539
1976-09-30,0.0207162917492665,-0.0355768289953376,-0.0596446885113514,0.05486617887227835
1976-11-30,-0.0069893820367973,0.0048825770591978,-0.0067298917872222,0.1373109769869096
1976-12-31,0.034085132557415,-0.0433961425469726,0.0217125664996212,0.39797738088077994
1977-01-31,-0.0082682994927395,-0.0236028917677655,0.096397027626932,0.2905471847241003
1977-02-28,-0.0277057879521805,-0.0185053964004462,0.0363621104285302,0.12361485363276255
1977-03-31,-0.0039856790259986,-0.0267276111861711,0.0118115303082548,0.09291386495957496
1977-05-31,-0.0031030174195754,-0.0362137468768172,0.0001033573606618,0.0408452787338586
1977-06-30,0.0051402821199895,-0.068591287245,-0.0409526889114565,0.19882725377726335
1977-08-31,-0.0244309481046967,-0.0339763405924002,0.0101370137647036,0.06167255443725478
1977-09-30,-0.0157355229491148,-0.0300470942201905,0.0033098946685184,0.1361139187511719
1977-10-31,-0.0261345595840924,0.0011171074819367,0.0096846106925936,-0.03438921377949555
1977-11-30,0.0055612978121371,-0.0121942963371924,-0.0271452525395249,0.2882937978407272
1978-01-31,-0.0382915603067616,0.0179763144453488,0.0735172864447646,0.06782156638182746
1978-02-28,-0.0143592933092937,-0.0050504238704512,0.0385810294580324,0.15078505641484935
1978-03-31,-0.001990127957123,-0.050383190760903,0.0184568139159456,0.2818241744293588
1978-05-31,0.0504845739598584,-0.0543837282789229,0.0620735277392484,0.3114494300961496
1978-06-30,0.0023217409676828,-0.0546914443429697,0.0306531199706624,0.13231011344882793
1978-07-31,-0.0050855438287936,-0.0601799325951868,-0.0349093357817151,0.22940457775571554
1978-08-31,0.0689962072635679,-0.0904230263938289,0.0451455821373067,0.4048187219575259
1978-10-31,-0.0318279989181221,-0.0169923779661104,-0.0786946485564737,-0.39177130181214703
1978-11-30,-0.0587302754729604,-0.0731096187479855,-0.0524518212084664,0.16642026645600871
1979-01-31,0.0370820573740083,-0.036128088282702,0.0273741622934539,0.3628535986451424
1979-02-28,-0.0151789308891798,-0.0334797099968984,0.0214452314341961,0.0013007875476115857
1979-04-30,0.0191153653907271,-0.0453758486216495,0.0125295135650224,0.19718826010772822
1979-05-31,-0.0232794246348761,0.0082722066780362,-0.0032701236895888,0.045779191578863385
1979-07-31,0.0093110186622066,-0.0402621703523689,-0.0155398230672245,0.1250294070302749
1979-08-31,0.0448904603775348,-0.105041433365902,-0.02099123167778,0.30793828522216304
1979-10-31,-0.0383534763071909,-0.0015976932220124,-0.0220226435052918,-0.21253360800263935
1979-11-30,-0.008215851668228,-0.1110445053824188,-0.0678777011971701,0.2621957710251893
1979-12-31,0.0391985154363745,-0.1255380840651291,-0.0108165425181949,0.35074079770701716
1980-01-31,0.0283308213991035,-0.1495008483642586,0.031428675211236,0.5085737088039565
1980-02-29,0.0398855435852132,-0.1043140841490244,0.036057308433431,0.12004118294424573
1980-03-31,-0.0929308695474733,0.0653136026564725,-0.0581729504375901,-0.38257364335730254
1980-04-30,-0.0170155008353356,-0.0574486546726174,-0.0652575523040677,0.16000139262396118
1980-06-30,0.0633380838594327,-0.0397500099354576,-0.0021723351926306,0.18565040293594584
1980-07-31,0.0459076645776302,-0.0558246756465129,-0.0492798795056691,0.34020891752080007
1980-09-30,0.0240555305352644,-0.1081137417767157,0.0303006083324627,0.32848014401685416
1980-10-31,0.0289140032669968,-0.1038884579132613,0.0214600313371014,0.3273063940483291
1980-12-31,-0.0165958203635933,0.0002779554024074,-0.0345529045051467,-0.09638141795377553
1981-03-31,0.0367545994677041,0.0070194654151879,-0.0283216676677376,0.2508276173923625
1981-04-30,0.008820018257212,-0.0087329003005037,0.0160334030003763,0.1561298772694016
1981-06-30,0.0035708357601871,0.0685477893411522,0.0067953460258057,-0.08167179412818341
1981-07-31,-0.024373551842675,-0.0154988310698065,-0.0416477752789132,-0.0648247616488611
1981-08-31,0.0032760463082339,0.0350140827813918,-0.0406883653006043,-0.2192126155096413
1981-09-30,-0.088224351202336,0.0429316633784283,-0.0634156597233398,-0.24900046472290555
1981-11-30,0.0255286957687023,-0.0469866626834226,-0.0913642614383225,0.07750347615579904
1981-12-31,0.0067151556872268,0.0163470798579501,-0.0215053202887437,-0.025016480938794848
1982-03-31,-0.0323260329919728,-0.0063569751926274,-0.0306782640380678,-0.006513131118606378
1982-04-30,0.048774065007216,-0.0561457727465628,-0.034902623192949,0.2527139530715542
1982-06-30,-0.0576289748600619,-0.0143883797437315,-0.0392108374472469,-0.130385533586418
1982-08-31,0.002161479214579,-0.0577291326686811,-0.1398184262848856,0.23940229544789549
1982-09-30,0.1163291730314046,-0.0693609193151203,-0.0128403930956524,0.1606639452149619
1982-11-30,0.0407105222748784,-0.0871954921896361,-0.0574965438575503,0.4137658296461761
1982-12-31,0.008849664788608,-0.0315128879119147,-0.0289222796103602,0.17282181594181836
1983-01-31,0.0348380751996363,-0.1261001499259816,0.1232544471329295,0.5863619277616735
1983-02-28,0.0172148195679534,-0.0279611349355413,-0.0307622398807103,0.18200611718632206
1983-03-31,0.034333474787453,-0.0214095117107248,-0.0261751002550566,0.2204824970687306
1983-05-31,0.0401560947693634,-0.0487742507293813,0.0555908795176889,0.4104418848727205
1983-06-30,0.0135451411858315,-0.0761706867544812,0.0104133651546593,0.23002231033425227
1983-08-31,-0.0274827210782394,0.0121483553758407,-0.0462651634747352,-0.1319199542801198
1983-09-30,0.0288403165548986,0.0051338870847615,-0.06711988263295,-0.0851464755498264
1983-10-31,0.0025940944598311,0.0250435564075203,-0.0546665508960885,-0.21490782091988156
1983-11-30,-0.0147843432609539,-0.040277610252978,-0.0829718422520049,0.0950239733371417
1984-01-31,0.0119379306733772,-0.008862394689125,0.01682104647683,0.0511499058357424
1984-02-29,-0.0553043970248154,-0.0227194247427361,-0.0253602407687196,-0.10380427296483852
1984-04-30,0.0006244411700569,-0.0207956175025529,-0.0588663654382324,-0.07003965641556556
1984-05-31,-0.0070161187397013,-0.0357458212351501,-0.0048200694446994,-0.15538663595628574
1984-07-31,-0.0137559964421087,-0.0044503780104873,-0.0628281826846752,-0.18277435896352653
1984-08-31,0.0879570603157277,-0.0462147411610067,-0.1287530731412645,0.3163192723408885
1984-10-31,-0.0082195072527836,-0.0303424404736803,-0.1124527410676121,-0.09912769202965692
1984-11-30,0.0084670257744466,-0.0216296898719294,-0.0794591839402572,-0.13730671801187427
1984-12-31,-0.0110969500362551,-0.0266795607781143,-0.0789518953584307,-0.009642585829356244
1985-01-31,0.0430753086338163,-0.0954006885950547,-0.0444078489674032,0.4501112058529419
1985-02-28,0.0537286877087925,-0.0818638686129793,0.0222044524977117,0.29833581923437263
1985-04-30,0.0063402590581833,-0.0125620698091378,-0.0262038436031223,-0.026817844477655353
1985-05-31,0.0233992199854864,-0.0244142178998705,-0.0956029433718638,0.051851511079916895
1985-07-31,0.0190890653741458,-0.0118702783265952,-0.0297759828400279,0.11013409190366293
1985-09-30,-0.0220960745410243,0.0093912051810352,-0.0445086911467177,-0.19485087270273974
1985-10-31,0.010439771852363,-0.0374757266147822,-0.1153307921532,0.01961944348388523
1985-12-31,0.0493853287352726,-0.0487400888245045,-0.0795979344798187,0.11311152262074559
1986-01-31,0.0042683887455675,-0.0348050796271016,0.018658717124757,0.2656036044444548
1986-02-28,0.0533774884488898,-0.0469732013534453,-0.088792979480974,0.21359225544213697
1986-03-31,0.0587874719532426,-0.0481259973494208,-0.0448126912393764,0.2168923997145251
1986-04-30,0.0240392612012154,-0.0434826812148305,-0.0076827591587793,0.10588591271587938
1986-06-30,0.0284201934128086,-0.072034163952626,-0.0042973029786875,0.022081402763666772
1986-07-31,-0.0210952998801391,-0.0048799338843901,-0.0207500146764907,-0.23076717441435352
1986-09-30,-0.0276870517081638,-0.0096705288886036,0.0061362742410753,-0.14384911671712908
1986-10-31,-0.0040316360264615,-0.0291471864060196,-0.0967179075393974,0.12230986872985727
1986-12-31,0.0141126270041774,-0.0084852151518812,-0.0462355470476419,-0.0999150474564086
1987-03-31,0.040857085554304,-0.0892023664432018,0.0102298277847053,0.26528688113827226
1987-04-30,-0.010978437370894,-0.0358597442450907,0.0031416480965153,0.024827889561321235
1987-06-30,0.0422149154392382,-0.0328924370994111,-0.0477122116437287,0.06574054792935516
1987-07-31,0.028667376610858,0.001808634470848,-0.0110351835156841,0.19576990625633903
1987-08-31,0.0619264440963437,-0.0308699296737602,-0.0607137903791486,0.09676714428539035
1987-09-30,-0.0326887588959265,-0.020077855249852,-0.0218099617230382,-0.025234478575885483
1987-11-30,-0.1256521442478254,-0.0383124672952136,-0.0458451178548404,-0.1435742247671596
1987-12-31,-0.0167206136165792,-0.0712860111229093,-0.1941827559184543,0.10810350589668252
1988-02-29,0.0303177601008785,-0.0497343560034913,-0.0725843524199809,0.2784765140778994
1988-03-31,0.0292891466666917,-0.0282726619342012,0.0092836015667692,0.25476960238094304
1988-05-31,-0.0249593601486427,-0.0239709875696674,-0.0399379507672053,-0.003740932712085087
1988-06-30,0.0566232775569816,-0.0437263970548701,-0.0765869325208544,0.20431730192089373
1988-08-31,-0.0200443865600163,-0.0313643322096402,-0.0309269982138452,-0.031535031129522835
1988-09-30,0.0158004657123117,-0.0407678814869263,-0.0617671591868672,0.08985078996396405
1988-10-31,0.0348845134120762,-0.0401293074266087,-0.0704877617362821,-0.05839400881262097
1988-11-30,-0.0232387325048959,-0.0245549988196425,-0.0683539512751817,-0.11913084344463933
1989-01-31,0.0319229247032339,-0.0265521872990995,0.0016047026131014,0.2963084316355382
1989-02-28,0.029802016725951,-0.0109341273897514,-0.0174702908055062,0.07532595636741998
1989-03-31,-0.0047143587224355,-0.0535012717213719,-0.027112509440096,0.1240756141299152
1989-05-31,0.038280081759248,-0.0531878838706557,-0.0741149189134399,0.10199233128404733
1989-06-30,0.030889913411101,-0.0047641991156632,-0.026274653812377,0.008265756018389948
1989-07-31,0.0249761399820572,-0.0522397149067686,-0.097885495730912,0.11722464896407384
1989-08-31,0.0439106505656771,-0.0272342574306056,-0.0792757454624243,0.10477940658411819
1989-10-31,-0.0001148799760881,-0.0428683191978419,-0.0398927133143756,-0.13061144467747868
1989-11-30,-0.0209928774974089,-0.0436965791366241,-0.097027992186755,-0.017214108499304496
1990-01-31,-0.024932612015005,-0.0002096267063598,0.0437327382439967,-0.07240280904147951
1990-02-28,-0.0282999187459036,-0.0476618949414915,-0.0339633235192524,0.09577683092839079
1990-04-30,-0.0011879522163423,-0.036881245801542,-0.0251724711039001,-0.02794987026626083
1990-05-31,0.0353871863750421,-0.121982741665805,-0.120707583360152,0.19122419563727372
1990-07-31,-0.0013070352512277,-0.0352648413077555,-0.0102979420813923,-0.053758454709284434
1990-08-31,-0.0816186522770983,0.019347706297679,-0.0235886127250602,-0.26383777744129544
1990-10-31,-0.0265583321367573,-0.0869329254545337,-0.0896796814946552,-0.19341763948388818
1990-11-30,0.026319088487898,-0.057317122663745,-0.1529961239907953,0.17176486193002802
1990-12-31,0.0423861262366091,-0.0565439490930376,-0.1391615522516386,-0.05346146044283723
1991-01-31,-0.010158674989092,0.0022482381731332,-0.029926257268624,0.4372805351247665
1991-02-28,0.1127433816160133,-0.1158850807683442,0.0099445795571979,0.6363217180365383
1991-04-30,0.0196365891050769,-0.0369970412633157,0.0164116680651654,0.25463716293581207
1991-05-31,-0.0046515559732986,-0.0270115843010784,-0.0570381408563627,0.14472668955259066
1991-07-31,0.004891959444378,-0.0475247406314569,-0.0592458548565257,0.17793786816854676
1991-09-30,-0.0058916866034461,-0.0845198243499779,-0.0303462656881604,0.11494474712268499
1991-10-31,-0.0009935882624039,-0.0777932093812534,-0.0524652798470015,0.20417900134229988
1991-12-31,0.0065337759231887,-0.0979291010240969,-0.177982665775691,0.12739341288799036
1992-01-31,0.0707992340227113,-0.0090276498457833,0.1888473589607993,0.760720815778605
1992-03-31,-0.0127331368994706,-0.0164034591585715,0.0156148192488681,0.003439584552746326
1992-04-30,-4.542837138301045e-05,0.0224793589392606,-0.0730394408650023,-0.12860411309417671
1992-06-30,-0.0159159741697033,0.0033860323745369,-0.0186930416324402,-0.13520863424883664
1992-07-31,0.0164586752644085,-0.0179073383122321,-0.0667793480302763,0.0924958848807144
1992-08-31,0.0068087305316352,-0.0578616302956071,-0.0124526246337703,-0.06632267634742324
1992-09-30,0.0011960174638962,-0.0585445484122325,-0.058036054568683,0.07902543651477663
1992-11-30,0.0249495763391528,-0.0795129869750017,-0.0523447249118199,0.30718976581591284
1992-12-31,0.0301306840348735,-0.0314674942678825,-0.0342703600555026,0.18130020733152158
1993-03-31,0.0190239488671604,-0.020433168399507,-0.0204677688117837,0.11983962223098969
1993-04-30,-0.0158325672211812,-0.0253235726105445,0.0215557452876772,0.04819115414455827
1993-06-30,0.00619795165252,-0.0146813605135158,0.0031509134398026,0.08201785107034085
1993-08-31,0.0151856668395953,-0.0653621221833972,-0.0734518095979836,0.16713559817815749
1993-09-30,0.0111268474876985,-0.0482703093131048,-0.0024312210728609,0.16950624858361937
1993-11-30,-0.0022961618696537,-0.0235648740645487,-0.0043505128345298,-0.033608087142772386
1993-12-31,0.0064997932756491,-0.0361262570019051,-0.0791762754074878,0.04089971614482553
1994-01-31,0.0150049477085073,-0.0169903205316623,0.040315128150486,0.2422385660691215
1994-02-28,-0.0030970599302382,-0.0122190128295303,0.0196049187558775,0.024264990865576423
1994-03-31,-0.0166011327904255,0.010938646084419,0.0175901221132387,-0.10442541155205276
1994-05-31,0.00804812694413,-0.0127330446662899,-0.0189412227489404,0.006186586146598896
1994-06-30,0.008570020175376,-0.0099492962821146,-0.0163294655614361,-0.11621893913533055
1994-08-31,0.0282893090127964,-0.0750616060869756,-0.0650907173108253,0.17018824702974988
1994-09-30,0.0056783291240565,-0.0400499828166967,0.0231893127484625,0.08753769841177066
1994-10-31,-0.0069135437653222,-0.0715853689096962,-0.0382216186886359,0.05565451386982907
1994-11-30,-0.0062138208905862,-0.0501951756520798,-0.0412304606462755,-0.09304054003647484
1995-01-31,0.0219081511990826,-0.0051426133562034,0.0345658131650686,0.18254603643603542
1995-02-28,0.0356303809298022,-0.0433939355731154,-0.0590208604830883,0.09544006171705743
1995-03-31,0.0230988864986505,-0.051688640774938,-0.0565034354198883,0.12170355747232631
1995-05-31,0.031080473030669,-0.0555673914997991,-0.0528673603093899,0.11563092528207868
1995-06-30,0.0294578874315738,-0.0959488544478029,-0.0116712767701275,0.2649164843667835
1995-07-31,0.0331662678012691,-0.0928672435460662,-0.0171872497653589,0.28652050133775997
1995-08-31,0.0029281095615112,-0.0589910316092998,0.000132385227072,0.19186289979302024
1995-10-31,0.0069650797919052,-0.0431138204707077,-0.0537057818431592,-0.15067539725453333
1995-11-30,0.0214397405536565,-0.0761893797824629,-0.124306185955377,0.04702786038371366
1996-01-31,-0.0004356901496479,-0.0339866251546878,0.0471884667750782,0.23399394456828998
1996-02-29,0.0569628511408648,-0.0640495813451632,0.0020840396299929,0.2068610663555035
1996-04-30,-6.840218163228976e-05,-0.1089954165621672,-0.0121453882084043,0.3287372494509099
1996-05-31,0.0215315544693589,-0.0349870463089724,0.063269026694728,0.37124632092908333
1996-07-31,-0.0367423720724417,0.0444171656357269,-0.0552065950465866,-0.3045446873142031
1996-09-30,0.0181948870717262,-0.0732781007851144,-0.0760665538564792,0.14360304169640997
1996-10-31,0.0391898723834636,-0.0127761741846588,-0.1009364439077529,-0.1221588506491118
1996-12-31,0.0100835936855517,-0.0477502121387672,-0.0738890443901197,-0.027739577245378934
1997-01-31,0.0307018567882541,-0.0385912509680233,0.0733994664920865,0.3651492216710117
1997-02-28,0.0417821117589782,0.018610726422215,-0.0154025973270417,-0.04827586156807501
1997-03-31,-0.0080116497095306,0.0293541461562847,-0.0382892057919002,-0.17782255922439613
1997-04-30,-0.0358335538245565,-0.0424247356144051,-0.0942606574440049,-0.11774205303184403
1997-06-30,0.0516687631576367,-0.0399701568659172,-0.039110165927635,0.13764070765477812
1997-07-31,0.0557373375892197,-0.039071654214705,-0.0675478544041301,0.21384270839748898
1997-09-30,0.0098020908347061,-0.0821803788001912,-0.0192721024606213,0.33292360039969315
1997-10-31,0.0149052820463947,-0.0320991742989157,0.031282494275447,-0.049466522663982826
1997-12-31,0.0247466363497529,-0.0797695544001476,-0.1804186857605051,-0.1727381745516159
1998-03-31,0.0516744824174529,-0.060349404855436,-0.0318427161982814,0.20949025327737514
1998-04-30,0.0326450540332838,-0.0395198746269807,0.0146903739716159,0.16357246693562602
1998-06-30,-0.0002147798213308,-0.0603256987103442,-0.0918539596642496,-0.1295975893242539
1998-07-31,0.0432954544358448,-0.0725184140083627,-0.0124328381158483,-0.11912111966758011
1998-08-31,-0.0710614986866677,-0.0318256647259304,-0.0762002532692911,-0.4672058091397935
1998-09-30,-0.0504521266664406,-0.119287154446985,-0.1279417547106994,0.2253392821738049
1998-11-30,0.1082923501971976,-0.1072916904804777,-0.0464824860369953,0.46801963123303936
1998-12-31,0.0396902628076454,-0.1229105299697799,-0.1305409381991535,0.17335214296229526
1999-03-31,0.0279623892619321,-0.1152367717810536,-0.0739262338818643,0.1796822335126249
